name,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area
nK47I5Cf,41.0,active,95374.0,married,practical,soccer,130657.0,no response,urban
ie6NaRzR,49.0,healthy,73500.0,single,practical,athletics,49908.0,no response,urban
FxJTI71Z,56.0,healthy,51813.0,single,practical,soccer,67203.0,response,urban
pX0YDFMv,23.0,cozily,81431.0,married,practical,athletics,113476.0,no response,rural
UMHsi5kH,41.0,cozily,96819.0,single,expensive,,108744.0,no response,urban
buBzNAQy,60.0,healthy,10334.0,married,practical,badminton,134226.0,no response,urban
4NfhoY85,19.0,active,10427.0,single,practical,soccer,89149.0,response,urban
bMvYVkHK,49.0,active,37912.0,single,expensive,soccer,109551.0,no response,urban
MMtMgZyD,17.0,healthy,36163.0,married,expensive,badminton,26153.0,no response,urban
KL10LyY9,42.0,cozily,37880.0,married,expensive,badminton,96275.0,no response,rural
EHsXtiP2,22.0,cozily,30431.0,married,practical,,124805.0,no response,urban
z1vnhMbe,40.0,active,98889.0,married,expensive,athletics,145589.0,response,urban
maHQ1DAW,45.0,healthy,33103.0,single,expensive,athletics,100638.0,no response,urban
RERVn4QA,31.0,healthy,28734.0,single,practical,athletics,34896.0,no response,urban
Gi5n5rmV,15.0,active,95383.0,married,expensive,badminton,92344.0,no response,urban
U0AyRFFM,62.0,cozily,74469.0,married,practical,soccer,85516.0,response,urban
hBhg77t6,47.0,active,54650.0,married,expensive,athletics,109418.0,no response,urban
tkAdyNiR,24.0,cozily,50861.0,married,practical,badminton,95017.0,no response,urban
rv1LSTog,52.0,healthy,21917.0,single,practical,,66578.0,no response,rural
bN5TdQqo,48.0,active,34583.0,single,practical,athletics,129684.0,no response,urban
CFhmsM7k,30.0,cozily,23901.0,single,practical,soccer,119872.0,no response,rural
V43Y9M9f,58.0,healthy,25157.0,married,expensive,soccer,54520.0,response,rural
uI9g6qmn,32.0,cozily,35963.0,single,practical,athletics,134332.0,no response,rural
3DF4MaYW,34.0,active,99731.0,married,expensive,athletics,125508.0,no response,urban
gSaywB4e,18.0,cozily,53866.0,married,practical,,144054.0,response,rural
mfagHRNF,69.0,active,77998.0,single,practical,athletics,75528.0,response,rural
0df1AcEr,37.0,cozily,81274.0,single,expensive,badminton,42933.0,no response,urban
zr6CofG4,38.0,active,14001.0,married,expensive,soccer,99781.0,response,urban
jR3LYNPF,36.0,cozily,98894.0,single,practical,soccer,82086.0,no response,rural
nJKmnzQj,54.0,healthy,95542.0,married,practical,,137261.0,no response,urban
6u3H8Otp,37.0,healthy,57796.0,single,practical,soccer,86882.0,no response,urban
CbHXEjH8,66.0,active,38658.0,single,expensive,soccer,20764.0,response,urban
tCoR5bzL,65.0,active,18320.0,single,expensive,badminton,57340.0,response,rural
B6T5OR4x,61.0,cozily,87973.0,married,expensive,,111469.0,no response,rural
Mwv0fmeg,34.0,cozily,71751.0,married,expensive,badminton,133676.0,no response,urban
BWXvAvlo,23.0,healthy,67816.0,single,expensive,badminton,109852.0,no response,rural
l8kYm4WX,31.0,healthy,42864.0,single,practical,athletics,80873.0,no response,rural
yBUxWclg,29.0,healthy,94780.0,married,practical,soccer,122304.0,no response,urban
yWAXj1Ma,58.0,healthy,81031.0,single,practical,athletics,36770.0,response,rural
FLuKye1g,60.0,active,64409.0,married,expensive,soccer,135305.0,response,urban
ZufPJgOb,69.0,active,45197.0,married,expensive,badminton,144189.0,response,urban
bVBNgWvN,57.0,healthy,36492.0,married,practical,athletics,134570.0,response,urban
PayyNRUg,34.0,active,48090.0,married,practical,athletics,27298.0,no response,urban
TorKDp0g,58.0,cozily,51791.0,single,practical,badminton,134684.0,no response,urban
CUg7HCmu,37.0,active,43802.0,single,expensive,soccer,80482.0,no response,urban
K9oDGoiq,61.0,active,27364.0,married,practical,,72536.0,response,urban
l7FwLOKr,20.0,active,59264.0,single,expensive,,43096.0,no response,urban
QuGlq42s,46.0,active,25375.0,married,practical,soccer,60979.0,no response,rural
Ecmhj1C4,44.0,healthy,82940.0,married,practical,soccer,57528.0,no response,rural
ZGDCdZmR,33.0,active,76717.0,married,expensive,soccer,99087.0,no response,rural
FkWIn2WT,68.0,healthy,33060.0,single,practical,badminton,146452.0,response,urban
z4BmlPWY,48.0,healthy,39946.0,married,expensive,soccer,124388.0,no response,urban
4OkVmir1,61.0,healthy,12450.0,single,expensive,athletics,20569.0,response,urban
LKwSmmXI,26.0,active,77384.0,married,practical,athletics,26302.0,no response,urban
X6120SHP,54.0,active,30080.0,single,expensive,badminton,83301.0,no response,urban
2dLAakna,44.0,active,94924.0,single,practical,soccer,79095.0,no response,rural
995FxH3W,45.0,healthy,92968.0,single,expensive,badminton,25695.0,no response,rural
elilMhlI,32.0,active,13683.0,single,expensive,badminton,94391.0,response,urban
5WRybChJ,47.0,healthy,24312.0,married,expensive,,115871.0,no response,urban
I2jAk5Ms,57.0,healthy,42150.0,single,practical,,20240.0,response,urban
yqlOdErT,30.0,active,63089.0,single,practical,badminton,115915.0,no response,urban
8dDKXAZp,48.0,healthy,11742.0,single,expensive,athletics,38489.0,response,urban
QRqjnVHt,30.0,healthy,42487.0,single,practical,badminton,96021.0,no response,urban
J5aaANWn,39.0,healthy,69005.0,single,expensive,athletics,26008.0,no response,urban
B8VOW0M3,25.0,healthy,41884.0,single,practical,soccer,100113.0,no response,urban
uhJEvRkF,57.0,healthy,23795.0,single,expensive,soccer,71519.0,response,rural
u93gArIZ,69.0,healthy,55365.0,married,expensive,athletics,122969.0,no response,rural
f55l8q8j,52.0,cozily,16406.0,married,expensive,athletics,110306.0,no response,urban
Yihj1tsG,37.0,active,89805.0,single,practical,soccer,30302.0,response,rural
YQ4ro7BJ,67.0,healthy,85485.0,married,practical,athletics,55442.0,response,urban
fapFNoNf,43.0,cozily,32423.0,married,expensive,soccer,145748.0,response,urban
Taw5ZYJm,52.0,healthy,53651.0,single,expensive,badminton,110498.0,no response,urban
jw9L0D7r,53.0,cozily,97222.0,married,practical,soccer,125580.0,no response,urban
EWm0o6rR,49.0,active,55726.0,single,expensive,athletics,97205.0,response,rural
lIJ4DAoQ,57.0,active,45268.0,single,practical,badminton,47186.0,response,rural
mVcQQEeC,55.0,healthy,74877.0,single,expensive,athletics,64715.0,no response,rural
OltfkgpC,38.0,healthy,25599.0,married,expensive,soccer,26027.0,no response,rural
569SBpci,33.0,active,24334.0,single,expensive,athletics,53117.0,no response,rural
DByMjhm1,17.0,cozily,48190.0,single,expensive,athletics,100421.0,no response,urban
MGusCNUD,69.0,active,85790.0,married,expensive,badminton,94639.0,response,urban
zLrogMlP,59.0,active,15018.0,married,expensive,soccer,106279.0,response,urban
8EertoaM,45.0,active,85437.0,married,practical,athletics,108083.0,no response,urban
K3YGUrfq,29.0,healthy,18590.0,married,expensive,athletics,53746.0,no response,urban
5RcUrq4e,27.0,cozily,34559.0,single,practical,athletics,102464.0,no response,rural
08looBpl,20.0,healthy,55708.0,single,expensive,athletics,111067.0,no response,urban
ByDfzigI,49.0,active,62792.0,married,expensive,athletics,109791.0,no response,rural
6aJBe36i,55.0,cozily,72417.0,married,practical,soccer,83517.0,no response,urban
C6NEzibA,54.0,cozily,85191.0,single,practical,athletics,105214.0,no response,urban
tuaIl6w2,26.0,healthy,51776.0,single,expensive,athletics,125607.0,no response,urban
FeLegsMg,40.0,cozily,92324.0,single,practical,athletics,122680.0,no response,rural
WER5Gkg8,50.0,healthy,66851.0,single,expensive,soccer,147510.0,response,rural
M22P7PJV,18.0,healthy,14103.0,married,practical,athletics,81816.0,response,urban
sVN1sk3f,35.0,active,60588.0,married,practical,athletics,149696.0,response,rural
OdhzIRiV,58.0,active,29329.0,single,practical,badminton,140645.0,response,rural
Fgv6aZGQ,39.0,active,92839.0,married,expensive,badminton,98783.0,no response,urban
Ybj9fi90,45.0,cozily,95697.0,married,expensive,soccer,80821.0,response,rural
ad2GgO2A,69.0,healthy,19532.0,married,practical,athletics,91712.0,response,rural
3BOrguo8,32.0,cozily,83643.0,married,practical,soccer,65276.0,no response,rural
vr6Db8b9,67.0,active,30235.0,single,expensive,athletics,74287.0,response,urban
HQ2YKQo5,52.0,healthy,32195.0,married,practical,badminton,131773.0,no response,rural
WDFNYjXu,36.0,active,15184.0,married,expensive,badminton,50754.0,no response,urban
FBpPUZRq,26.0,cozily,46092.0,single,practical,athletics,126462.0,no response,urban
cxzNwL2D,52.0,cozily,83815.0,single,practical,,37246.0,no response,urban
SjsvJudS,24.0,active,99862.0,single,practical,soccer,98670.0,no response,urban
8paadWkI,53.0,healthy,22624.0,single,expensive,badminton,90149.0,no response,urban
SLSZYA1M,48.0,cozily,57419.0,single,practical,badminton,120642.0,no response,urban
r2EcF2YY,31.0,healthy,87530.0,married,expensive,athletics,132747.0,no response,rural
fxCgyGj4,47.0,healthy,36884.0,single,expensive,soccer,128599.0,no response,rural
u20Jw6R7,51.0,active,91870.0,married,expensive,badminton,53608.0,no response,urban
d5y3suKG,30.0,active,54668.0,single,expensive,soccer,54154.0,no response,urban
kieZCleC,15.0,active,42692.0,single,practical,soccer,148014.0,response,urban
pgEX6nZS,19.0,active,93558.0,single,expensive,athletics,51803.0,no response,urban
c9B5Iuwp,51.0,healthy,31122.0,single,practical,athletics,61710.0,no response,rural
dwDriKtw,67.0,healthy,19102.0,single,expensive,badminton,62750.0,response,urban
fpZk0lsV,53.0,cozily,68758.0,single,practical,badminton,32845.0,no response,urban
ZyKoza3r,47.0,active,73070.0,married,practical,badminton,28468.0,no response,urban
flwVkseR,54.0,active,57808.0,married,practical,,116308.0,no response,urban
qeqeFdoz,36.0,healthy,89270.0,married,expensive,badminton,101751.0,no response,urban
OwhtAojv,59.0,cozily,81010.0,single,expensive,,127806.0,response,urban
foQQsBwc,60.0,active,27565.0,married,expensive,badminton,104655.0,no response,urban
IYGOZFTK,15.0,active,91811.0,single,practical,soccer,23884.0,no response,rural
PLHzSwrx,17.0,cozily,84605.0,single,expensive,,48715.0,no response,rural
puBxrreN,65.0,active,46768.0,married,expensive,soccer,55562.0,response,rural
YskwJlzQ,21.0,healthy,47657.0,married,expensive,athletics,110112.0,no response,rural
0o9yTq7f,56.0,cozily,46772.0,married,practical,,110083.0,response,rural
ZqOgwX3i,62.0,active,25141.0,single,practical,,57777.0,response,rural
Ce17y0hN,50.0,active,88103.0,single,expensive,badminton,64784.0,no response,urban
LkrearZt,23.0,cozily,25222.0,single,practical,athletics,70644.0,no response,rural
R9HGIktX,69.0,healthy,12540.0,single,practical,athletics,35792.0,response,rural
IBjGsKbT,69.0,cozily,98271.0,single,expensive,,63723.0,response,rural
Nhgulmtg,44.0,cozily,43692.0,single,expensive,badminton,125266.0,no response,urban
H7Lu7yaj,20.0,active,55844.0,married,practical,badminton,78491.0,no response,urban
F9TYinGx,30.0,active,19086.0,married,expensive,athletics,121760.0,no response,urban
0D1bGvqA,37.0,healthy,92464.0,married,practical,badminton,109010.0,no response,rural
oyQi04ZM,59.0,healthy,59102.0,single,expensive,badminton,104565.0,response,urban
0eEYONg6,16.0,healthy,56171.0,married,expensive,badminton,102429.0,no response,urban
MZvguS07,56.0,active,73278.0,married,practical,,41034.0,response,rural
uyPjWuYw,38.0,cozily,36946.0,married,expensive,,24238.0,no response,urban
tKoYULRL,20.0,cozily,14756.0,single,expensive,soccer,43472.0,response,rural
uQmdPmpk,68.0,cozily,82251.0,single,practical,athletics,63161.0,response,urban
N1B5lYi0,20.0,cozily,15838.0,single,expensive,badminton,36941.0,no response,rural
VstgrW7i,37.0,cozily,89016.0,single,expensive,,140353.0,response,urban
gZZbUE75,50.0,cozily,22434.0,married,expensive,athletics,101725.0,no response,urban
2eVsW3AJ,25.0,cozily,38908.0,single,practical,badminton,53141.0,no response,urban
O9gnln4W,44.0,healthy,57864.0,single,practical,badminton,121597.0,no response,urban
bVA6BhXx,20.0,active,95733.0,married,expensive,soccer,30466.0,no response,urban
4kmMwNgA,37.0,cozily,60977.0,single,expensive,badminton,33865.0,no response,urban
2EE9DVbR,41.0,cozily,21635.0,married,practical,badminton,39180.0,no response,urban
ZROHcZrr,48.0,cozily,87982.0,single,expensive,soccer,66836.0,no response,rural
qffPr6YB,35.0,active,46489.0,married,expensive,badminton,106044.0,no response,rural
ELW5UjPR,36.0,healthy,12365.0,married,practical,athletics,21518.0,response,rural
p0btGuXk,37.0,healthy,76954.0,married,practical,badminton,55594.0,no response,urban
LFvVWFez,26.0,healthy,42181.0,single,practical,soccer,98947.0,no response,rural
3uHV19Ie,22.0,healthy,46329.0,married,expensive,soccer,23997.0,no response,urban
ZOuQ5znx,68.0,healthy,37527.0,married,expensive,soccer,81775.0,response,urban
sVKwbQan,42.0,cozily,58118.0,single,expensive,athletics,61804.0,no response,rural
2v54agY2,45.0,healthy,48608.0,married,practical,soccer,84783.0,no response,rural
nsEVaaWQ,23.0,cozily,97034.0,married,practical,soccer,118389.0,no response,urban
CEzF0z24,62.0,cozily,15431.0,married,expensive,soccer,30706.0,response,urban
IQK0sR2m,29.0,cozily,64978.0,married,expensive,soccer,124718.0,no response,urban
Sq619lsK,55.0,cozily,72711.0,single,practical,badminton,129798.0,no response,urban
Ah7wY6QL,17.0,cozily,45437.0,married,expensive,soccer,126892.0,no response,urban
JP53CEsN,32.0,cozily,89521.0,single,practical,badminton,45532.0,no response,urban
FIFr7JUN,25.0,cozily,14812.0,married,expensive,athletics,131378.0,response,rural
iYkFIJFf,40.0,active,66525.0,married,expensive,athletics,78664.0,no response,urban
fg7HTnps,28.0,cozily,50663.0,married,expensive,athletics,117441.0,no response,rural
Gm5Y7uav,24.0,active,91443.0,married,practical,,75024.0,no response,urban
z3Fi8tB3,47.0,active,43368.0,married,expensive,athletics,91285.0,no response,rural
L22bQbMl,26.0,active,62668.0,married,expensive,athletics,36008.0,no response,urban
vaTPLxBS,46.0,healthy,27069.0,married,practical,soccer,21862.0,no response,urban
pBtJFXL0,18.0,cozily,72964.0,single,practical,athletics,112693.0,no response,rural
yA6IMuTd,27.0,active,88416.0,married,expensive,,116795.0,no response,rural
no6ZVXPg,44.0,cozily,79756.0,single,expensive,badminton,51943.0,no response,rural
B2nPlKk6,45.0,active,91845.0,married,expensive,,104517.0,response,rural
qULdvcmC,25.0,healthy,16420.0,married,practical,soccer,45115.0,no response,rural
G9K1dGER,23.0,cozily,15907.0,married,expensive,badminton,54659.0,no response,urban
GQA0q7vV,69.0,healthy,29258.0,single,expensive,,74075.0,response,urban
oty4ghzM,47.0,active,12857.0,married,expensive,badminton,61218.0,response,urban
76lO6Kaf,55.0,cozily,60204.0,married,expensive,badminton,112424.0,no response,rural
jRZxe1DM,50.0,healthy,91763.0,married,expensive,athletics,84538.0,no response,urban
ULEscout,55.0,active,23496.0,married,expensive,,21240.0,no response,rural
9zEzVBNH,63.0,healthy,38623.0,single,practical,badminton,45252.0,response,urban
z7UPprRE,43.0,active,49267.0,single,expensive,soccer,41332.0,no response,rural
nu5lhVpz,58.0,active,21502.0,married,expensive,badminton,33753.0,no response,rural
8tWCk9yG,40.0,cozily,31098.0,married,practical,athletics,41347.0,no response,urban
gfrLnKYO,47.0,healthy,38591.0,married,practical,badminton,115264.0,no response,urban
wn3LbyQr,56.0,cozily,46730.0,single,expensive,badminton,111314.0,response,urban
uPeAWUfw,42.0,active,69140.0,married,practical,athletics,149406.0,response,rural
FQeuDb1z,17.0,cozily,82847.0,married,practical,soccer,122693.0,no response,urban
GFKJgupL,60.0,cozily,90735.0,married,expensive,soccer,113144.0,response,urban
OREZJ5l6,63.0,active,66585.0,married,expensive,soccer,51087.0,response,rural
xQcJ01g0,38.0,cozily,59809.0,single,expensive,badminton,35370.0,no response,urban
wDIlFURs,50.0,cozily,99868.0,single,practical,athletics,103845.0,no response,urban
jqVHFzTc,56.0,cozily,80750.0,single,expensive,badminton,93582.0,response,urban
g8FydQXg,30.0,active,41676.0,married,practical,badminton,80074.0,no response,urban
XkgMAme8,35.0,healthy,22768.0,single,expensive,badminton,31438.0,no response,urban
4mPzIJWc,23.0,active,96084.0,single,practical,badminton,60502.0,no response,rural
GQAODgCj,17.0,healthy,98283.0,single,practical,,132481.0,no response,urban
UZvVcVH6,49.0,healthy,23280.0,married,expensive,,83121.0,no response,urban
kiyJCprL,37.0,healthy,66557.0,single,expensive,badminton,96349.0,no response,rural
dUaFVLqK,25.0,cozily,61652.0,single,practical,athletics,49224.0,no response,urban
rUOu4LKx,22.0,healthy,36235.0,married,practical,soccer,134873.0,no response,urban
kpSQTEeg,40.0,active,84260.0,single,expensive,,23991.0,no response,urban
FOOsoGVC,47.0,cozily,52449.0,single,practical,athletics,136068.0,no response,rural
gdpSykUD,29.0,active,79934.0,married,practical,athletics,68150.0,no response,rural
6AIOyDBk,23.0,cozily,63584.0,single,expensive,athletics,117514.0,response,rural
HC27yg5C,20.0,healthy,63659.0,single,practical,soccer,115547.0,no response,urban
psdHtJ73,54.0,healthy,30974.0,single,practical,soccer,78172.0,no response,rural
cUKNJ1fR,17.0,cozily,35098.0,married,expensive,,79884.0,no response,rural
fuc1mEA6,17.0,cozily,95830.0,single,practical,badminton,130211.0,no response,rural
iAeFLwpf,67.0,cozily,76184.0,married,expensive,badminton,27637.0,response,rural
FCA6kHxZ,68.0,healthy,70919.0,single,practical,athletics,24705.0,response,urban
q9lxFv7d,25.0,healthy,49813.0,married,expensive,athletics,49871.0,no response,urban
uT0h6Na9,64.0,active,80912.0,married,practical,badminton,65847.0,response,rural
WLme1vIg,35.0,cozily,53480.0,married,expensive,athletics,118351.0,no response,urban
61byAYRu,47.0,active,81700.0,married,practical,soccer,106633.0,no response,urban
npjnu83O,18.0,cozily,68800.0,single,practical,athletics,25788.0,no response,rural
YH9JQzgQ,21.0,active,94008.0,married,practical,badminton,117806.0,no response,urban
gHnHmZw5,66.0,healthy,61194.0,married,practical,soccer,42792.0,no response,urban
